Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Sports Direct,1197831,01/09/2022,South,Texas,Dallas,Men's Athletic Footwear,59,168,"9,912","3,866",39%,Outlet
Foot Locker,1185732,01/09/2022,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,33,133,"4,389","1,141",26%,Outlet
Sports Direct,1197831,01/09/2022,Midwest,North Dakota,Fargo,Men's Apparel,38,1,38,20,52%,Online
Sports Direct,1197831,01/09/2022,South,Texas,Dallas,Men's Athletic Footwear,31,133,"4,123","1,897",46%,Online
Kohl's,1189833,01/09/2022,West,New Mexico,Albuquerque,Women's Apparel,66,102,"6,732","3,635",54%,Outlet
Foot Locker,1185732,01/09/2022,Midwest,Kansas,Wichita,Men's Street Footwear,42,162,"6,804","3,062",45%,Outlet
Amazon,1185732,01/09/2022,Northeast,Vermont,Burlington,Men's Street Footwear,49,215,"10,535","6,321",60%,Online
Sports Direct,1197831,01/09/2022,South,Texas,Dallas,Men's Apparel,57,273,"15,561","6,380",41%,Online
Sports Direct,1197831,01/09/2022,Southeast,Florida,Orlando,Men's Athletic Footwear,45,134,"6,030","2,412",40%,Online
West Gear,1128299,01/10/2022,Northeast,West Virginia,Charleston,Men's Athletic Footwear,38,35,"1,330",372,28%,Outlet
West Gear,1128299,01/10/2022,West,Oregon,Portland,Women's Apparel,54,181,"9,774","5,278",54%,Outlet
West Gear,1128299,01/10/2022,West,Nevada,Las Vegas,Women's Street Footwear,45,186,"8,370","3,348",40%,Outlet
Sports Direct,1197831,01/10/2022,Northeast,Connecticut,Hartford,Men's Apparel,45,133,"5,985","2,813",47%,Outlet
Sports Direct,1197831,01/10/2022,South,Alabama,Birmingham,Women's Athletic Footwear,13,133,"1,729",761,44%,In-store
Amazon,1185732,01/10/2022,Northeast,Vermont,Burlington,Men's Street Footwear,50,133,"6,650","3,258",49%,In-store
Foot Locker,1185732,01/10/2022,South,Mississippi,Jackson,Women's Athletic Footwear,23,184,"4,232","1,693",40%,Outlet
West Gear,1128299,01/10/2022,West,Utah,Salt Lake City,Women's Athletic Footwear,51,73,"3,723","1,601",43%,Outlet
Foot Locker,1185732,01/10/2022,West,Alaska,Anchorage,Women's Athletic Footwear,43,243,"10,449","4,075",39%,In-store
West Gear,1128299,01/10/2022,West,Oregon,Portland,Men's Athletic Footwear,57,146,"8,322","3,329",40%,In-store
Kohl's,1189833,01/10/2022,West,California,Los Angeles,Women's Street Footwear,11,203,"2,233",960,43%,Outlet
West Gear,1128299,01/10/2022,West,Nevada,Las Vegas,Women's Street Footwear,31,140,"4,340","1,866",43%,Outlet
Foot Locker,1185732,01/10/2022,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,59,256,"15,104","5,891",39%,In-store
Kohl's,1189833,01/10/2022,West,New Mexico,Albuquerque,Women's Street Footwear,52,133,"6,916","2,559",37%,Online
Foot Locker,1185732,01/10/2022,Midwest,Missouri,St. Louis,Men's Apparel,80,133,"10,640","3,937",37%,Online
West Gear,1128299,01/10/2022,West,Nevada,Las Vegas,Women's Street Footwear,41,119,"4,879","2,586",53%,Online
West Gear,1128299,01/10/2022,South,Arkansas,Little Rock,Women's Street Footwear,55,195,"10,725","6,113",57%,Online
West Gear,1128299,01/10/2022,Northeast,New York,Albany,Men's Apparel,55,165,"9,075","3,086",34%,Online
West Gear,1128299,01/10/2022,West,Utah,Salt Lake City,Women's Apparel,65,338,"21,970","14,061",64%,Online
Amazon,1185732,01/10/2022,Northeast,Maine,Portland,Men's Street Footwear,28,266,"7,448","3,873",52%,Outlet
Sports Direct,1197831,01/10/2022,West,New Mexico,Albuquerque,Men's Athletic Footwear,34,161,"5,474","2,190",40%,Outlet
West Gear,1128299,01/11/2022,West,Oregon,Portland,Men's Apparel,72,111,"7,992","5,035",63%,Outlet
Sports Direct,1197831,01/11/2022,Midwest,Nebraska,Omaha,Men's Street Footwear,56,149,"8,344","3,421",41%,In-store
Sports Direct,1197831,01/11/2022,West,New Mexico,Albuquerque,Women's Athletic Footwear,51,400,"20,400","7,752",38%,In-store
Sports Direct,1197831,01/11/2022,South,Alabama,Birmingham,Women's Apparel,36,276,"9,936","6,160",62%,In-store
Sports Direct,1197831,01/11/2022,South,Tennessee,Knoxville,Women's Apparel,49,149,"7,301","4,673",64%,Outlet
West Gear,1128299,01/11/2022,West,Nevada,Las Vegas,Women's Athletic Footwear,30,85,"2,550","1,046",41%,Outlet
Kohl's,1189833,01/11/2022,West,California,Los Angeles,Women's Athletic Footwear,45,186,"8,370","4,101",49%,In-store
Amazon,1185732,01/11/2022,Southeast,Kentucky,Louisville,Women's Street Footwear,33,249,"8,217","2,629",32%,Online
Foot Locker,1185732,01/11/2022,Midwest,North Dakota,Fargo,Women's Athletic Footwear,47,91,"4,277","1,967",46%,Online
Foot Locker,1185732,01/11/2022,West,Idaho,Boise,Women's Street Footwear,35,1,35,18,50%,Online
West Gear,1128299,01/11/2022,West,Nevada,Las Vegas,Women's Athletic Footwear,44,74,"3,256","1,498",46%,Online
Sports Direct,1197831,01/11/2022,West,Idaho,Boise,Men's Street Footwear,18,266,"4,788","2,011",42%,In-store
Foot Locker,1185732,01/11/2022,Northeast,Rhode Island,Providence,Men's Street Footwear,22,166,"3,652","1,826",50%,In-store
Walmart,1185732,01/11/2022,Southeast,Florida,Orlando,Men's Athletic Footwear,53,160,"8,480","3,562",42%,Online
Amazon,1185732,01/11/2022,Northeast,New Hampshire,Manchester,Men's Street Footwear,58,82,"4,756","2,283",48%,Outlet
West Gear,1128299,01/11/2022,Midwest,Indiana,Indianapolis,Women's Street Footwear,33,219,"7,227","3,324",46%,Online
Kohl's,1189833,01/11/2022,West,California,Los Angeles,Women's Street Footwear,38,195,"7,410","2,594",35%,In-store
Foot Locker,1185732,01/11/2022,Southeast,Kentucky,Louisville,Women's Athletic Footwear,62,133,"8,246","2,639",32%,Outlet
Foot Locker,1185732,01/11/2022,Southeast,Virginia,Richmond,Women's Apparel,59,46,"2,714","1,004",37%,Online
Sports Direct,1197831,01/11/2022,South,Tennessee,Knoxville,Men's Athletic Footwear,55,133,"7,315","2,999",41%,Online
West Gear,1128299,01/11/2022,West,Nevada,Las Vegas,Women's Athletic Footwear,45,186,"8,370","2,930",35%,Outlet
Walmart,1185732,01/11/2022,South,Arkansas,Little Rock,Men's Apparel,61,120,"7,320","3,001",41%,Outlet
West Gear,1128299,01/12/2022,Northeast,New York,Albany,Women's Street Footwear,31,1,31,9,28%,Online
Kohl's,1189833,01/12/2022,Midwest,Montana,Billings,Men's Apparel,21,180,"3,780","1,588",42%,Outlet
Amazon,1185732,01/12/2022,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,28,134,"3,752","1,501",40%,Online
West Gear,1128299,01/12/2022,Midwest,Indiana,Indianapolis,Women's Apparel,37,69,"2,553",868,34%,Outlet
Amazon,1185732,01/12/2022,Northeast,Vermont,Burlington,Men's Athletic Footwear,34,187,"6,358","2,225",35%,Online
Sports Direct,1197831,01/12/2022,South,Texas,Dallas,Men's Apparel,60,184,"11,040","3,202",29%,Online
West Gear,1128299,01/12/2022,West,Nevada,Las Vegas,Men's Apparel,37,70,"2,590","1,580",61%,Outlet
Foot Locker,1185732,01/12/2022,West,Alaska,Anchorage,Men's Apparel,39,85,"3,315","1,459",44%,Online
Foot Locker,1185732,01/12/2022,West,Idaho,Boise,Women's Apparel,42,175,"7,350","2,352",32%,Outlet
Kohl's,1189833,01/12/2022,Northeast,New Jersey,Newark,Women's Apparel,70,232,"16,240","5,197",32%,Online
Foot Locker,1185732,01/12/2022,Northeast,Rhode Island,Providence,Women's Apparel,71,133,"9,443","2,361",25%,Outlet
Kohl's,1189833,01/12/2022,West,Wyoming,Cheyenne,Women's Apparel,54,133,"7,182","4,237",59%,Online
Amazon,1185732,01/12/2022,Northeast,Vermont,Burlington,Women's Street Footwear,41,133,"5,453","2,236",41%,Outlet
West Gear,1128299,01/12/2022,West,Nevada,Las Vegas,Men's Apparel,46,52,"2,392","1,674",70%,Online
Amazon,1185732,01/12/2022,Southeast,Kentucky,Louisville,Women's Street Footwear,57,72,"4,104","1,724",42%,In-store
West Gear,1128299,01/12/2022,West,Nevada,Las Vegas,Men's Apparel,50,174,"8,700","4,785",55%,Outlet
West Gear,1128299,01/12/2022,Midwest,Indiana,Indianapolis,Women's Apparel,38,139,"5,282","3,116",59%,Online
Amazon,1185732,01/12/2022,Northeast,Maine,Portland,Men's Apparel,40,400,"16,000","8,800",55%,In-store
Sports Direct,1197831,01/13/2022,Northeast,Connecticut,Hartford,Women's Athletic Footwear,47,400,"18,800","6,204",33%,Online
West Gear,1128299,01/13/2022,South,Arkansas,Little Rock,Women's Street Footwear,54,348,"18,792","6,577",35%,Online
West Gear,1128299,01/13/2022,West,Nevada,Las Vegas,Women's Apparel,31,140,"4,340",998,23%,Outlet
Sports Direct,1197831,01/13/2022,South,Tennessee,Knoxville,Men's Apparel,51,400,"20,400","10,608",52%,Online
Sports Direct,1197831,01/13/2022,West,New Mexico,Albuquerque,Women's Street Footwear,23,1,23,8,33%,Online
West Gear,1128299,01/13/2022,West,Nevada,Las Vegas,Women's Apparel,41,116,"4,756","1,617",34%,Online
Foot Locker,1185732,01/13/2022,Northeast,Pennsylvania,Philadelphia,Men's Apparel,80,203,"16,240","10,881",67%,Online
Sports Direct,1197831,01/13/2022,South,Texas,Dallas,Men's Athletic Footwear,50,133,"6,650","3,392",51%,Online
Sports Direct,1197831,01/13/2022,South,Texas,Dallas,Men's Street Footwear,29,110,"3,190","1,531",48%,In-store
West Gear,1128299,01/13/2022,Northeast,New York,Albany,Women's Street Footwear,25,129,"3,225","1,290",40%,Outlet
Sports Direct,1197831,01/13/2022,Northeast,Connecticut,Hartford,Women's Street Footwear,36,133,"4,788","2,059",43%,In-store
West Gear,1128299,01/13/2022,West,Nevada,Las Vegas,Women's Apparel,45,315,"14,175","2,835",20%,Outlet
Foot Locker,1185732,01/13/2022,Northeast,Delaware,Wilmington,Men's Athletic Footwear,37,133,"4,921","2,313",47%,Online
Foot Locker,1185732,01/13/2022,Southeast,Virginia,Richmond,Men's Athletic Footwear,42,137,"5,754","2,417",42%,Online
Sports Direct,1197831,01/13/2022,Southeast,North Carolina,Charlotte,Men's Street Footwear,74,346,"25,604","11,010",43%,Online
Sports Direct,1197831,01/14/2022,South,Alabama,Birmingham,Men's Apparel,47,266,"12,502","6,751",54%,Outlet
West Gear,1128299,01/14/2022,Northeast,West Virginia,Charleston,Men's Street Footwear,44,133,"5,852","2,867",49%,In-store
Foot Locker,1185732,01/14/2022,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,41,97,"3,977","1,710",43%,In-store
Sports Direct,1197831,01/14/2022,South,Alabama,Birmingham,Women's Street Footwear,53,171,"9,063","3,806",42%,Online
Foot Locker,1185732,01/14/2022,Midwest,Nebraska,Omaha,Men's Athletic Footwear,53,93,"4,929","1,922",39%,Online
West Gear,1128299,01/14/2022,West,Nevada,Las Vegas,Men's Street Footwear,43,160,"6,880","3,784",55%,Online
West Gear,1128299,01/14/2022,West,Nevada,Las Vegas,Men's Street Footwear,45,74,"3,330","1,332",40%,Outlet
Sports Direct,1197831,01/14/2022,South,Alabama,Birmingham,Men's Street Footwear,44,144,"6,336","2,661",42%,Online
Foot Locker,1185732,01/14/2022,West,Arizona,Phoenix,Men's Athletic Footwear,47,112,"5,264","1,895",36%,Online
Sports Direct,1197831,01/14/2022,South,Texas,Dallas,Men's Athletic Footwear,36,157,"5,652","2,091",37%,Online
Amazon,1185732,01/14/2022,West,Alaska,Anchorage,Men's Street Footwear,48,1,48,30,63%,In-store
Amazon,1185732,01/14/2022,Northeast,New Hampshire,Manchester,Women's Apparel,66,133,"8,778","4,916",56%,Online
West Gear,1128299,01/14/2022,West,California,San Francisco,Women's Street Footwear,49,324,"15,876","6,509",41%,Outlet
Walmart,1185732,01/14/2022,South,Mississippi,Jackson,Women's Street Footwear,23,123,"2,829",990,35%,In-store
West Gear,1128299,01/14/2022,West,Nevada,Las Vegas,Men's Street Footwear,31,182,"5,642","2,539",45%,Outlet
West Gear,1128299,01/14/2022,South,Louisiana,New Orleans,Women's Athletic Footwear,28,133,"3,724","1,639",44%,Online
West Gear,1128299,01/15/2022,South,Louisiana,New Orleans,Women's Street Footwear,40,300,"12,000","4,080",34%,Online
Amazon,1185732,01/15/2022,Northeast,Maine,Portland,Women's Athletic Footwear,36,133,"4,788","2,490",52%,Online
Amazon,1185732,01/15/2022,Southeast,Kentucky,Louisville,Women's Street Footwear,56,45,"2,520",983,39%,Outlet
Sports Direct,1197831,01/15/2022,Southeast,Georgia,Atlanta,Men's Street Footwear,22,165,"3,630",835,23%,In-store
West Gear,1128299,01/15/2022,West,Nevada,Las Vegas,Men's Athletic Footwear,50,120,"6,000","2,400",40%,Online
Amazon,1185732,01/15/2022,Northeast,Vermont,Burlington,Men's Apparel,39,133,"5,187","1,919",37%,Outlet
Foot Locker,1185732,01/15/2022,Northeast,Rhode Island,Providence,Men's Athletic Footwear,34,400,"13,600","7,208",53%,Outlet
West Gear,1128299,01/15/2022,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,64,133,"8,512","3,745",44%,Online
Walmart,1185732,01/15/2022,Southeast,Florida,Orlando,Women's Apparel,72,432,"31,104","15,863",51%,Outlet
Foot Locker,1185732,01/15/2022,Northeast,Rhode Island,Providence,Men's Athletic Footwear,38,58,"2,204","1,036",47%,Online
West Gear,1128299,01/15/2022,West,California,San Francisco,Women's Street Footwear,31,266,"8,246","2,062",25%,Outlet
West Gear,1128299,01/15/2022,West,Nevada,Las Vegas,Men's Athletic Footwear,54,400,"21,600","5,400",25%,Outlet
Walmart,1185732,01/15/2022,South,Arkansas,Little Rock,Men's Apparel,36,1,36,13,35%,Online
West Gear,1128299,01/15/2022,West,Oregon,Portland,Women's Street Footwear,21,88,"1,848",647,35%,In-store
Kohl's,1189833,01/15/2022,West,California,San Francisco,Men's Athletic Footwear,49,182,"8,918","4,013",45%,Outlet
Walmart,1185732,01/15/2022,South,Arkansas,Little Rock,Women's Apparel,64,266,"17,024","7,491",44%,Online
West Gear,1128299,01/15/2022,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,37,203,"7,511","2,328",31%,Online
Foot Locker,1185732,01/15/2022,Northeast,West Virginia,Charleston,Women's Apparel,40,258,"10,320","3,199",31%,In-store
West Gear,1128299,01/15/2022,West,Nevada,Las Vegas,Men's Athletic Footwear,42,124,"5,208","1,667",32%,Outlet
West Gear,1128299,01/15/2022,Northeast,New York,Albany,Women's Apparel,53,114,"6,042","3,504",58%,In-store
Walmart,1185732,01/16/2022,Southeast,Florida,Orlando,Women's Apparel,63,1,63,22,35%,In-store
Sports Direct,1197831,01/16/2022,Southeast,North Carolina,Charlotte,Men's Apparel,39,98,"3,822",803,21%,Online
Kohl's,1189833,01/16/2022,Midwest,Kansas,Wichita,Women's Apparel,29,253,"7,337","4,035",55%,Outlet
West Gear,1128299,01/16/2022,West,Idaho,Boise,Men's Athletic Footwear,35,181,"6,335","1,710",27%,In-store
West Gear,1128299,01/16/2022,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,34,1,34,16,47%,In-store
Foot Locker,1185732,01/16/2022,Midwest,Missouri,St. Louis,Men's Apparel,50,135,"6,750","2,160",32%,Online
West Gear,1128299,01/16/2022,West,Nevada,Las Vegas,Women's Street Footwear,54,400,"21,600","8,640",40%,Outlet
Sports Direct,1197831,01/16/2022,Midwest,Michigan,Detroit,Men's Street Footwear,51,268,"13,668","5,877",43%,Online
Walmart,1185732,01/16/2022,South,Arkansas,Little Rock,Men's Street Footwear,57,335,"19,095","9,548",50%,Online
West Gear,1128299,01/16/2022,South,Arkansas,Little Rock,Men's Apparel,69,400,"27,600","10,764",39%,Outlet
West Gear,1128299,01/16/2022,Midwest,Iowa,Des Moines,Men's Athletic Footwear,32,133,"4,256","2,085",49%,In-store
West Gear,1128299,01/16/2022,Midwest,Wisconsin,Milwaukee,Women's Apparel,19,190,"3,610","1,444",40%,In-store
West Gear,1128299,01/16/2022,South,Louisiana,New Orleans,Women's Apparel,60,167,"10,020","3,106",31%,Outlet
Walmart,1185732,01/16/2022,Southeast,Florida,Orlando,Women's Street Footwear,18,23,414,112,27%,Online
West Gear,1128299,01/16/2022,West,Idaho,Boise,Men's Apparel,46,60,"2,760","1,159",42%,Online
Foot Locker,1185732,01/16/2022,Midwest,Nebraska,Omaha,Women's Street Footwear,56,143,"8,008","3,283",41%,Online
West Gear,1128299,01/16/2022,West,Nevada,Las Vegas,Women's Street Footwear,43,128,"5,504","2,587",47%,Outlet
West Gear,1128299,01/16/2022,West,Oregon,Portland,Women's Apparel,64,185,"11,840","5,683",48%,In-store
Foot Locker,1185732,01/16/2022,Midwest,Iowa,Des Moines,Women's Athletic Footwear,77,133,"10,241","4,404",43%,Online
West Gear,1128299,01/16/2022,West,Nevada,Las Vegas,Women's Street Footwear,52,104,"5,408","2,866",53%,Online
West Gear,1128299,01/16/2022,Midwest,Wisconsin,Milwaukee,Women's Apparel,68,192,"13,056","6,528",50%,Outlet
Sports Direct,1197831,01/16/2022,Midwest,North Dakota,Fargo,Men's Apparel,19,94,"1,786",857,48%,Online
Amazon,1185732,01/16/2022,Midwest,Ohio,Columbus,Women's Athletic Footwear,38,31,"1,178",483,41%,Online
Foot Locker,1185732,01/16/2022,Midwest,Iowa,Des Moines,Women's Apparel,37,66,"2,442","1,245",51%,In-store
Kohl's,1189833,01/17/2022,Northeast,New Jersey,Newark,Men's Athletic Footwear,19,31,589,236,40%,Online
Sports Direct,1197831,01/17/2022,South,Texas,Dallas,Women's Apparel,77,198,"15,246","4,116",27%,Online
Kohl's,1189833,01/17/2022,West,California,Los Angeles,Men's Apparel,21,266,"5,586","1,396",25%,Online
Foot Locker,1185732,01/17/2022,West,Idaho,Boise,Men's Apparel,25,1,25,7,28%,In-store
West Gear,1128299,01/17/2022,West,Oregon,Portland,Men's Street Footwear,50,107,"5,350","2,622",49%,Online
Sports Direct,1197831,01/17/2022,South,Texas,Dallas,Men's Apparel,36,400,"14,400","4,752",33%,Online
Amazon,1185732,01/17/2022,Northeast,Vermont,Burlington,Men's Street Footwear,47,133,"6,251","2,688",43%,Online
West Gear,1128299,01/17/2022,West,Nevada,Las Vegas,Women's Athletic Footwear,41,93,"3,813","1,563",41%,Outlet
West Gear,1128299,01/17/2022,South,Louisiana,New Orleans,Men's Street Footwear,69,180,"12,420","7,576",61%,Online
Kohl's,1189833,01/17/2022,West,California,Los Angeles,Women's Apparel,55,279,"15,345","7,366",48%,Outlet
Sports Direct,1197831,01/17/2022,South,Texas,Dallas,Women's Street Footwear,39,145,"5,655","2,149",38%,Outlet
West Gear,1128299,01/17/2022,West,Nevada,Las Vegas,Women's Athletic Footwear,50,84,"4,200","1,974",47%,Online
Foot Locker,1185732,01/17/2022,West,Arizona,Phoenix,Men's Apparel,42,231,"9,702","4,754",49%,Outlet
Foot Locker,1185732,01/17/2022,Midwest,Iowa,Des Moines,Women's Athletic Footwear,37,101,"3,737","1,084",29%,Online
West Gear,1128299,01/17/2022,West,Nevada,Las Vegas,Women's Athletic Footwear,54,300,"16,200","5,670",35%,Outlet
West Gear,1128299,01/17/2022,Northeast,West Virginia,Charleston,Men's Street Footwear,59,69,"4,071","1,628",40%,Outlet
Sports Direct,1197831,01/17/2022,South,Alabama,Birmingham,Men's Apparel,53,76,"4,028","1,772",44%,Online
West Gear,1128299,01/17/2022,West,Idaho,Boise,Men's Apparel,55,266,"14,630","3,511",24%,In-store
Amazon,1185732,01/18/2022,Northeast,Maine,Portland,Women's Apparel,35,133,"4,655","1,862",40%,In-store
Foot Locker,1185732,01/18/2022,Northeast,Connecticut,Hartford,Men's Athletic Footwear,50,280,"14,000","5,600",40%,Online
Foot Locker,1185732,01/18/2022,West,Idaho,Boise,Women's Apparel,48,230,"11,040","4,085",37%,Online
West Gear,1128299,01/18/2022,West,Oregon,Portland,Men's Street Footwear,30,183,"5,490","2,141",39%,Online
West Gear,1128299,01/18/2022,Northeast,West Virginia,Charleston,Women's Apparel,65,447,"29,055","16,852",58%,In-store
Sports Direct,1197831,01/18/2022,South,Alabama,Birmingham,Women's Apparel,28,135,"3,780","1,399",37%,Outlet
West Gear,1128299,01/18/2022,West,Nevada,Las Vegas,Men's Apparel,55,47,"2,585","1,809",70%,Online
West Gear,1128299,01/18/2022,West,Nevada,Las Vegas,Men's Apparel,44,60,"2,640","1,637",62%,Outlet
Foot Locker,1185732,01/18/2022,West,Arizona,Phoenix,Women's Apparel,82,196,"16,072","8,357",52%,Online
West Gear,1128299,01/18/2022,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,16,167,"2,672","1,042",39%,Online
West Gear,1128299,01/18/2022,West,Oregon,Portland,Men's Athletic Footwear,81,118,"9,558","4,397",46%,Online
Kohl's,1189833,01/18/2022,Northeast,New York,Albany,Women's Athletic Footwear,38,353,"13,414","5,902",44%,Outlet
Foot Locker,1185732,01/18/2022,Southeast,Virginia,Richmond,Men's Athletic Footwear,31,133,"4,123","1,690",41%,Online
Sports Direct,1197831,01/18/2022,Northeast,Massachusetts,Boston,Men's Apparel,69,400,"27,600","11,592",42%,Online
Foot Locker,1185732,01/18/2022,Southeast,Virginia,Richmond,Women's Athletic Footwear,37,278,"10,286","4,629",45%,Outlet
Sports Direct,1197831,01/18/2022,Northeast,Rhode Island,Providence,Men's Athletic Footwear,62,400,"24,800","10,912",44%,Online
